Datetime,RTU_COMP_WATT,RTU_OA_FLOW,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_FLOW,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_PRES,RTU_REFG_COND_TEMP,RTU_REFG_DISC_PRES,RTU_REFG_DISC_TEMP,RTU_REFG_SUCT_PRES,RTU_REFG_SUCT_TEMP,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_SEN_CAPA,RTU_STG_STA,RTU_TOT_CAPA,RTU_TOT_WATT,ZA_HUM,ZA_TEMP,ZA_TEMP_SPT
2018-07-20 01:01:00,2026.4406,181.93083,58.921032,55.03399,2941.1106,59.683125,73.49141,24507342.0,78.34654,24883156.0,111.137375,14565600.0,54.865734,94.42871,2941.1106,100.0,53.777924,12600.995,1.0,17013.752,2120.8691,59.683125,73.49141,73.399994
2018-07-20 01:02:00,2026.7163,181.93083,58.938587,55.028,2941.1106,59.700912,73.241745,24493356.0,78.30786,24869488.0,110.6648,14546059.0,54.34784,94.42871,2941.1106,100.0,53.537544,12587.766,1.0,16987.87,2121.145,59.700912,73.241745,73.399994
2018-07-20 01:03:00,2028.1194,181.93083,58.95333,55.022015,2941.1106,59.715855,72.99334,24475074.0,78.25711,24850170.0,110.4309,14511292.0,53.97123,94.42871,2941.1106,100.0,53.305565,12573.171,1.0,16950.006,2122.548,59.715855,72.99334,73.399994
2018-07-20 01:04:00,2030.1075,181.93083,58.96573,55.01603,2941.1106,59.728413,72.74658,24454578.0,78.200195,24827918.0,110.32642,14468547.0,53.671906,94.42871,2941.1106,100.0,53.07875,12557.907,1.0,16905.922,2124.5361,59.728413,72.74658,73.399994
2018-07-20 01:15:00,1089.3828,181.93083,56.344986,54.949997,2058.7773,57.074898,71.501396,22135252.0,71.50519,22301272.0,98.92058,14421123.0,53.56929,66.1001,2058.7773,100.0,50.474224,9420.406,0.67,12311.582,1155.4829,57.074898,71.501396,73.399994
2018-07-20 01:16:00,1089.7303,181.93083,55.829174,54.94401,2058.7773,56.5524,71.63576,22130010.0,71.48947,22295708.0,99.0767,14411663.0,53.675972,66.1001,2058.7773,100.0,50.456482,9476.635,0.67,12303.533,1155.8304,56.5524,71.63576,73.399994
2018-07-20 01:17:00,1089.5542,181.93083,55.34048,54.938026,2058.7773,56.05737,71.76221,22127490.0,71.481895,22293140.0,99.120094,14410565.0,53.720848,66.1001,2058.7773,100.0,50.432037,9528.092,0.67,12302.465,1155.6543,56.05737,71.76221,73.399994
2018-07-20 01:18:00,1089.3256,181.93083,54.877663,54.932037,2058.7773,55.588562,71.880974,22125328.0,71.475464,22290984.0,99.12086,14410401.0,53.73024,66.1001,2058.7773,100.0,50.405724,9580.097,0.67,12302.338,1155.4257,55.588562,71.880974,73.399994
2018-07-20 01:19:00,1089.1024,181.93083,54.43892,54.925995,2058.7773,55.14413,71.9926,22123172.0,71.46899,22288844.0,99.11246,14410188.0,53.73057,66.1001,2058.7773,99.899445,50.39386,9630.302,0.67,12302.219,1155.2025,55.14413,71.9926,73.399994
2018-07-20 01:20:00,1088.8915,181.93083,54.02136,54.920006,2058.7773,54.721165,72.09828,22120968.0,71.462395,22286650.0,99.102455,14409798.0,53.72843,66.1001,2058.7773,99.738045,50.39106,9678.437,0.67,12301.971,1154.9916,54.721165,72.09828,73.399994
2018-07-20 01:21:00,6.0064173,181.93083,53.469128,54.914017,1470.5553,54.16248,72.32114,17915530.0,57.85429,17922364.0,71.26837,17644594.0,69.76962,47.214355,1470.5553,70.806595,64.14742,2604.386,0.1,2508.5706,53.22077,54.16248,72.32114,73.399994
2018-07-20 01:00:00,2120.2856,181.93083,57.046837,55.04003,2352.8884,57.785427,75.02641,24472220.0,78.2386,24779048.0,112.876625,13665021.0,50.581947,75.54297,2352.8884,100.0,49.650192,12964.181,1.0,16742.703,2195.8286,57.785427,75.02641,73.399994
2018-07-20 01:01:00,2105.478,181.93083,56.91126,55.03399,2352.8884,57.648098,74.79367,24651160.0,78.734024,24971512.0,113.43204,14037995.0,52.973724,75.54297,2352.8884,100.0,51.586372,11874.49,1.0,17166.479,2181.021,57.648098,74.79367,73.399994
2018-07-20 01:02:00,2105.5823,181.93083,56.78074,55.028,2352.8884,57.51589,74.55768,24643274.0,78.712326,24964490.0,112.69161,14026679.0,52.235664,75.54297,2352.8884,100.0,51.291,11894.971,1.0,17153.799,2181.1252,57.51589,74.55768,73.399994
2018-07-20 01:03:00,2106.859,181.93083,56.65614,55.022015,2352.8884,57.389675,74.3195,24621952.0,78.65344,24942080.0,112.427444,13987090.0,51.80236,75.54297,2352.8884,100.0,51.02305,11905.981,1.0,17109.324,2182.4019,57.389675,74.3195,73.399994
2018-07-20 01:04:00,2108.558,181.93083,56.537354,55.01603,2352.8884,57.26936,74.08016,24595612.0,78.5806,24913914.0,112.348946,13936939.0,51.489143,75.54297,2352.8884,100.0,50.766678,11912.479,1.0,17052.979,2184.101,57.26936,74.08016,73.399994
2018-07-20 01:22:00,2.655167,181.93083,51.985695,54.90803,1470.5553,52.659798,73.25662,17936544.0,57.927734,17942908.0,73.37692,17797440.0,72.65611,47.214355,1470.5553,67.68696,65.53676,2459.9233,0.1,2444.594,49.869522,52.659798,73.25662,73.399994
2018-07-20 01:23:00,1.8894311,181.93083,50.549133,54.90199,1470.5553,51.204605,74.19206,17935794.0,57.92504,17942142.0,74.18877,17826786.0,73.644714,47.214355,1470.5553,65.769714,66.46213,2463.2532,0.1,2447.8665,49.103786,51.204605,74.19206,73.399994
2018-07-20 01:24:00,1.3217037,181.93083,49.159393,54.896004,1470.5553,49.79684,75.126495,17934648.0,57.92092,17940976.0,75.04756,17847912.0,74.63464,47.214355,1470.5553,63.90763,67.39043,2465.3232,0.1,2449.8955,48.53606,49.79684,75.126495,73.399994
2018-07-20 01:25:00,0.9035199,181.93083,47.81454,54.890015,1470.5553,48.434544,76.06001,17933196.0,57.915756,17939498.0,75.941246,17862842.0,75.625,47.214355,1470.5553,62.10087,68.320854,2466.4358,0.1,2450.981,48.117874,48.434544,76.06001,73.399994
2018-07-20 01:26:00,0.5961445,181.93083,46.512783,54.884026,1470.5553,47.1159,76.99275,17931518.0,57.90977,17937790.0,76.8602,17873186.0,76.61526,47.214355,1470.5553,60.349094,69.25277,2466.8308,0.1,2451.35,47.8105,47.1159,76.99275,73.399994
2018-07-20 01:27:00,0.36971483,181.93083,45.25244,54.877983,1470.5553,45.839214,77.924774,17929668.0,57.903236,17935910.0,77.797226,17880182.0,77.60507,47.214355,1470.5553,58.651554,70.18562,2466.6963,0.1,2451.207,47.584072,45.839214,77.924774,73.399994
2018-07-20 01:28:00,0.20223063,181.93083,44.031956,54.871994,1470.5553,44.602898,78.85614,17927698.0,57.896255,17933910.0,78.74688,17884744.0,78.59401,47.214355,1470.5553,57.007225,71.11896,2466.178,0.1,2450.6812,47.416588,44.602898,78.85614,73.399994
2018-07-20 01:29:00,0.07776627,181.93083,42.849846,54.86601,1470.5553,43.405457,79.78685,17925634.0,57.888954,17931812.0,79.70538,17887522.0,79.581894,47.214355,1470.5553,55.41472,72.052635,2465.3662,0.1,2449.8513,47.29212,43.405457,79.78685,73.399994
2018-07-20 01:30:00,0.0,181.93083,41.704674,54.860023,1470.5553,42.245434,80.717,17923340.0,57.880875,17929490.0,80.63472,17888922.0,80.53161,47.214355,1470.5553,53.870064,72.98779,2463.8904,0.1,2448.363,47.214355,42.245434,80.717,73.399994
2018-07-20 01:31:00,0.0,181.93083,40.59508,54.854034,1470.5553,41.12145,81.64661,17921062.0,57.872856,17927182.0,81.55789,17889528.0,81.462814,47.214355,1470.5553,52.375187,73.92251,2462.3965,0.1,2446.8733,47.214355,41.12145,81.64661,73.399994
2018-07-20 01:32:00,0.0,181.93083,39.519817,54.847992,1470.5553,40.032234,82.57567,17918756.0,57.864784,17924850.0,82.482346,17889452.0,82.39352,47.214355,1470.5553,50.928032,74.856895,2460.8364,0.1,2445.3157,47.214355,40.032234,82.57567,73.399994
2018-07-20 01:33:00,0.0,181.93083,38.477673,54.842003,1470.5553,38.97657,83.504234,17916436.0,57.856598,17922500.0,83.40744,17888892.0,83.32367,47.214355,1470.5553,49.52689,75.790955,2459.2122,0.1,2443.7017,47.214355,38.97657,83.504234,73.399994
2018-07-20 01:34:00,743.4868,181.93083,38.544334,54.836014,2058.7773,39.04357,83.55115,21331890.0,69.08562,21857342.0,70.787125,16809740.0,53.99611,66.1001,2058.7773,91.39924,58.155865,11333.124,0.67,11338.557,809.5869,39.04357,83.55115,73.399994
